actor,avg_rating
Eugene Byrd,3.1447368421052633
Eugene Deckers,3.336875
Eugene Domingo,3.2591666666666668
Eugene Levy,2.894642857142857
Eugene Lipinski,3.0038461538461543
Eugene Nomura,3.158181818181818
Eugene Pallette,3.36923076923077
Eugene Roche,3.252
Eugenia Kuzmina,2.941333333333333
Eugenio Derbez,2.844137931034483
Eula Guy,3.378421052631579
Eusebio Poncela,3.3357142857142854
Eva Birthistle,3.3026666666666666
Eva Dahlbeck,3.4763636363636365
Eva Gabor,3.3546153846153848
Eva Green,3.1814285714285715
Eva Grimaldi,3.0483333333333333
Eva Holubová,3.5399999999999996
Eva Llorach,3.2419999999999995
Eva Longoria,2.842500000000001
Eva Maria Meineke,3.3939999999999997
Eva Marie Saint,3.26909090909091
Eva Mattes,3.4937037037037038
Eva Melander,3.252
Eva Mendes,3.0009375
Evandro Mesquita,3.242
Evan Handler,3.1058333333333334
Evanna Lynch,3.4263636363636363
Evan Parke,3.2940000000000005
Evan Rachel Wood,3.1666666666666665
Evan Ross,3.107619047619047
Evan Smith,3.3743750000000006
Evan Williams,2.787272727272727
Eva Ras,3.4216666666666664
Eva van de Wijdeven,3.2030000000000003
Eve,2.96
Eve Brent,3.1605
Eve Hewson,3.1507692307692308
Evelyn Ankers,3.150588235294118
Evelyn Castro,2.993846153846154
Evelyne Didi,3.496666666666666
Evelyn Keyes,3.324347826086956
Evelyn Selbie,3.338181818181818
Eve McVeagh,3.3368749999999996
Everett Brown,3.4368750000000006
Everett Glass,3.3729166666666672
Everett McGill,3.505
Everett Sloane,3.483157894736842
Evgeni Leonov,3.6507692307692308
Evgeniy Evstigneev,3.6805882352941177
Evgeniy Lazarev,3.0345454545454547
Evgeniy Stychkin,3.1159999999999997
Evgeniy Tkachuk,3.3066666666666666
Ewa Fröling,3.4949999999999997
Ewa Kasprzyk,2.8076923076923075
Ewa Kolasińska-Szramel,3.1992857142857147
Ewan Roberts,3.4
Ewa Wiśniewska,3.4357142857142864
Ewen Bremner,3.2252500000000004
Ewen Leslie,3.248823529411765
Ezelle Poule,3.438947368421053
Ezgi Mola,3.127894736842105
Ezra Buzzington,3.1390322580645176
Ezra Miller,2.9095
Ezzat Al Alaily,3.61
Fab 5 Freddy,3.4999999999999996
Fabian,3.1735714285714285
Fabiana Karla,2.983076923076923
Fabiana Udenio,2.973
Fabián Conde,3.2435294117647056
Fabianne Therese,2.851818181818182
Fabienne Babe,3.426428571428572
Fabio,2.917272727272727
Fabio De Luigi,2.995517241379311
Fábio Lago,3.2866666666666675
Fábio Porchat,3.0469565217391303
Fabio Testi,3.3976190476190475
Fabrice Eboué,3.274545454545454
Fabrício Boliveira,3.375
Fabrizio Bentivoglio,3.296176470588235
Fabrizio Ferracane,3.287857142857143
Fahri Yardım,2.981666666666667
Fairuza Balk,3.233333333333334
Faith Brook,3.2978571428571435
Faith Domergue,3.004
Faith Minton,2.9899999999999998
Faizon Love,2.8917647058823523
Fajar Nugra,3.0454545454545454
Falcão,3.085
Famke Janssen,2.8960714285714286
Fan Bingbing,3.0348275862068967
Fan Chin-Hung,3.365833333333334
Fan Mei-Sheng,3.4486206896551725
Fanny Carby,3.355454545454546
Fan Wei,3.217058823529412
Farah White,2.929
Faran Tahir,2.9530769230769236
Fardeen Khan,2.962307692307692
Fares Fares,3.349999999999999
Farhad Aslani,2.6631818181818185
Farhan Akhtar,3.2746666666666666
Farida Rahouadj,3.229166666666666
Farid Shawqi,3.606470588235293
Farley Granger,3.395555555555555
Fatemeh Motamed-Arya,3.09
Faten Hamama,3.597647058823529
Fathima Babu,3.2358333333333333
Fathy Abdel Wahab,3.1705263157894743
Fatima Sana Shaikh,3.192
Fat Joe,3.0482352941176476
Fatma Koshari,3.3559999999999994
Fausto Maria Sciarappa,3.0773684210526318
Fausto Russo Alesi,3.3819999999999992
Fausto Tozzi,3.338947368421053
Fay Bainter,3.3865217391304356
Fay Compton,3.466
Fay DeWitt,2.984
Faye Dunaway,3.222727272727273
Faye Emerson,3.331538461538462
Faye Grant,2.9992307692307696
Faye Marsay,3.551666666666667
Fay Helm,3.2863636363636357
Fay Holden,3.2793333333333337
Fay Holderness,3.447333333333333
Federico Boido,3.2962499999999997
Federico Fellini,3.5306249999999997
Federico Luppi,3.535172413793104
Fedja van Huêt,3.2960000000000007
Fehd Benchemsi,3.2700000000000005
Fei Pak,3.5292857142857135
Felice Orlandi,3.5266666666666673
Felicia Farr,3.4825000000000004
Felicia Shulman,3.0520000000000005
Felicity Dean,3.1754545454545453
Felicity Huffman,3.1704761904761902
Felicity Jones,3.1726470588235305
Felicity Montagu,3.1731249999999998
Felipe Rocha,3.2490909090909086
Felipe Turich,3.2376923076923085
Felissa Rose,2.794285714285714
Felix Aylmer,3.3829411764705877
Félix Fernández,3.511
Felix Lok Ying-Kwan,3.179047619047619
Félix Moati,3.317142857142857
Felix Silla,3.1469565217391304
Felix Williamson,3.0388235294117645
Felton Perry,3.012307692307693
Femi Benussi,3.183076923076923
Fenella Woolgar,3.2235
Feng Xiaogang,3.4907142857142857
Feng Yuanzheng,3.2159999999999997
Féodor Atkine,3.3879310344827585
Feodor Chaliapin Jr.,3.3000000000000003
Ferdinand Gottschalk,3.327727272727273
Ferdinand Hofer,3.281
Ferdinando Murolo,3.323333333333333
Ferdinand Schumann-Heink,3.261764705882353
Ferenc Elek,3.137692307692308
Feridun Çölgeçen,3.3742857142857146
Feridun Koç,3.5518750000000003
Ferike Boros,3.47
Ferit Aktuğ,2.855454545454545
Fermín Martínez,3.282857142857143
Fermí Reixach,3.023846153846154
Fernanda Castillo,2.6249999999999996
Fernanda Montenegro,3.576969696969697
Fernanda Torres,3.5400000000000005
Fernand Gravey,3.4939999999999998
Fernando Álvarez Rebeil,3.3209999999999993
Fernando Bilbao,3.1073333333333335
Fernando Cayo,3.2294999999999994
Fernando Chien,2.903333333333334
Fernando Fernán Gómez,3.5235999999999996
Fernando Guillén,3.5869230769230773
Fernando Guillén Cuervo,3.1870000000000003
Fernando Luján,3.0971428571428565
Fernando Rey,3.3792156862745095
Fernando Sancho,3.339166666666666
Fernando Teixeira,3.3629999999999995
Fernando Tejero,3.0847058823529405
Fernando Torres,3.247
Fernán Mirás,3.2016666666666667
Ferris Taylor,3.5318181818181817
Ferry Salim,3.1346153846153846
Fess Parker,3.3286666666666673
Fiammetta Baralla,3.378
Fico Fachriza,3.0029999999999992
Fidel Castro,3.6008108108108114
Field Norton,3.5592307692307688
Filip Berg,3.3160000000000003
Filipe Vargas,3.384285714285714
Filip Peeters,3.2150000000000003
Filippo Perego,3.458181818181818
Filippo Timi,3.223
Finlay Currie,3.3871428571428566
Finnegan Oldfield,3.3127999999999997
Finn Wittrock,3.1966666666666668
Finn Wolfhard,3.111176470588235
Finola Hughes,2.909
Fiona Glascott,3.0025
Fiona O'Shaughnessy,2.9072727272727277
Fiona Shaw,3.1869444444444444
Fionnula Flanagan,3.1274358974358973
Fırat Tanış,3.0146153846153845
Firmine Richard,3.111875
Fisayo Akinade,3.4099999999999997
Fisher Stevens,3.173658536585365
Fish Venkat,3.0502564102564107
Flávia Garrafa,2.78
Flávio Bauraqui,3.479583333333334
Flavio Bucci,3.4683333333333333
Flávio Pardal,3.130833333333334
Flávio São Thiago,3.453846153846153
Flea,3.4436170212765975
Flora Robson,3.3286666666666656
Flor Eduarda Gurrola,3.0220000000000002
Florence Auer,3.4299999999999997
Florence Gill,3.3487999999999998
Florence Henderson,2.8830769230769233
Florence Janas,3.4127272727272726
Florence Kasumba,3.2592857142857143
Florence Lake,3.340625
Florence Lawrence,3.3154545454545454
Florence Pugh,3.391153846153846
Florence Roberts,3.3036363636363633
Florentino Fernández,2.7359999999999998
Florian David Fitz,3.054782608695652
Florian Panzner,3.3290909090909095
Florinda Bolkan,3.3385
Florin Piersic Jr.,2.8790000000000004
Floyd Levine,2.998571428571428
Flula Borg,2.8461904761904755
F. Murray Abraham,3.2688135593220347
Folco Lulli,3.553125
Forbes Murray,3.4625925925925922
Ford Rainey,3.29
Ford Sterling,3.206153846153846
Forest Whitaker,3.1752083333333334
Forrester Harvey,3.3577777777777764
Forrest Goodluck,3.188
Forrest J. Ackerman,3.0620000000000003
Forrest Taylor,3.1763636363636367
Forrest Tucker,3.2687500000000003
Fortunato Arena,3.348571428571428
Fortune Feimster,2.934
Fortunio Bonanova,3.4262499999999996
Foster H. Phinney,3.513999999999999
Fouad Khalil,3.3871428571428575
Four Tse Liu-Shut,3.4579999999999997
Fox Harris,3.186875
Fra Fee,2.8136363636363635
Fran Brill,3.4931578947368425
Franca Scagnetti,3.3458333333333328
Frances Barber,3.354137931034482
Frances Bay,3.1197058823529407
Frances Bergen,3.202727272727273
Francesca D'Aloja,3.2920000000000003
Francesca De Sapio,3.4080000000000004
Francesca Eastwood,2.7800000000000002
Francesca Inaudi,2.949285714285714
Francesca Neri,3.07
Francesco Acquaroli,3.2492857142857146
Francesco Carnelutti,3.2036363636363636
Francesco Colella,3.2863636363636357
Francesco D'Adda,3.438636363636364
Francesco Di Leva,3.2961538461538464
Francesco Guzzo,3.1336363636363633
Francesco Mandelli,2.8561538461538456
Francesco Mulè,3.157
Francesc Orella,3.3404347826086958
Frances Cuka,3.3372727272727265
Frances Dee,3.4
Frances Fisher,3.070799999999999
Frances Langford,3.249
Frances Lee McCain,3.3500000000000005
Frances McDormand,3.474901960784313
Frances Morris,3.3947368421052633
Frances Rafferty,3.2560000000000002
Franchot Tone,3.3399999999999994
Francie Swift,3.13
Francine York,3.1408333333333336
Francis Blanche,3.4700000000000006
Francis Capra,3.096
Francisco Barreiro,3.1729411764705886
Francisco Franco,3.532
Francisco Maestre,3.347857142857143
Francisco Marán,3.4454545454545453
Francisco Nieto,3.2439999999999998
Francisco Reiguera,3.4866666666666664
Francisco Reyes,3.4166666666666665
Francis De Sales,3.323076923076923
Francis Ford,3.454791666666667
Francis Guinan,3.026666666666667
Francis Huster,3.4472727272727273
Francis Leplay,3.2288888888888896
Francis Magee,3.101111111111111
Francis McDonald,3.3895238095238094
Francis Ng,3.3226315789473677
Francis Pierlot,3.3164516129032267
Francis X. Bushman Jr.,3.38125
Francis X. McCarthy,3.15576923076923
Franck Adrien,3.163636363636364
Franck de la Personne,3.264666666666666
Franck Gastambide,2.7568181818181823
Franck-Olivier Bonnet,3.3575
Franco Balducci,3.4311538461538467
Franco Beltramme,3.1733333333333333
Franco Caracciolo,3.2700000000000005
Franco Castan,3.147
Franco Corsaro,3.3723076923076913
Franco Diogene,3.210434782608695
Franco Fabrizi,3.521290322580645
Franco Gulà,3.3609999999999998
François Arnaud,3.0358333333333327
François Berléand,3.1932
François Bureloup,3.0121739130434784
François Chattot,3.1753333333333336
François Chau,3.0318181818181817
François Cluzet,3.3952272727272725
François Dyrek,3.443076923076923
Françoise Bertin,3.4175
Françoise Brion,3.4053333333333327
Françoise Fabian,3.483225806451613
François Maistre,3.5912499999999996
François Marthouret,3.4261538461538454
François Morel,3.208666666666667
François Négret,3.4823529411764707
François Périer,3.688620689655172
François Rollin,3.17625
François Vincentelli,2.9964285714285714
Franco Moruzzi,3.385384615384616
Franco Nero,3.2785714285714276
Franco Pinelli,3.1419999999999995
Franco Ressel,3.2119999999999984
Franco Trevisi,3.1630769230769227
Franco Ukmar,3.31923076923077
Fran Drescher,2.9688
Frank Adonis,3.552222222222222
Frank Albertson,3.4192857142857145
Frank Aquilino,3.5184615384615374
Frank Austin,3.4099999999999997
Frank Benson,3.414
Frank Birney,2.9755555555555557
Frank Cady,3.3950000000000014
Frank Clem,3.085
Frank Conroy,3.3569696969696965
Frank Craven,3.2609090909090908
Frank C. Turner,2.8226
Frank Dae,3.3586666666666667
Frank Darabont,3.5518181818181818
Frank Darien,3.3425925925925926
Frank Dawson,3.3757142857142854
Frank De Kova,3.3339999999999987
Frank Ellis,3.3630769230769224
Frank Fanning,3.296428571428571
Frank Faylen,3.404189189189188
Frank Fenton,3.3750000000000004
Frank Ferguson,3.4176666666666664
Frank Ferrara,3.1466666666666665
Frank Fontaine,2.992608695652174
Frank Forsyth,3.1785
Frank Gerrish,2.8084999999999996
Frank Gerstle,3.1756250000000006
Frank Girardeau,3.2049999999999996
Frank Graham,3.440322580645162
Frank Harper,3.2652380952380944
Frank Hoyt Taylor,3.2462962962962965
Frankie Faison,3.1103571428571435
Frankie Howerd,3.1339999999999995
Frankie Muniz,2.61
Frankie Ng Chi-Hung,3.2937931034482757
Frankie Pain,3.378181818181818
Frankie Sakai,3.604
Frankie Van,3.438181818181819
Frank Jaquet,3.3609999999999998
Frank J. Coleman,3.4654545454545453
Frank Jenks,3.2832000000000003
Frank John Hughes,3.305454545454546
Frank J. Scannell,3.386071428571429
Frank Kelly,3.324545454545455
Frank Kreig,3.430909090909091
Frank Lackteen,3.2481818181818185
Frank Lammers,3.1599999999999997
Frank Langella,3.0914285714285716
Frank Latimore,3.494545454545454
Frank Lawton,3.3200000000000003
Franklin Pangborn,3.414600000000001
Franklin Parker,3.407000000000001
Frank Liu Zong-Ji,3.4375
Frank Lovejoy,3.3407142857142857
Franklyn Ajaye,3.1981249999999997
Franklyn Farnum,3.458074074074074
Frank Marlowe,3.4245238095238104
Frank Marshall,3.5744444444444445
Frank Mayo,3.312575757575757
Frank McGrath,3.52764705882353
Frank McLure,3.4799999999999986
Frank McRae,3.1900000000000004
Frank Moore,3.1146666666666665
Frank Moran,3.4115789473684206
Frank M. Thomas,3.3264285714285715
Frank Nelson,3.3463636363636367
Frank Novak,2.8593333333333333
Frank O'Connor,3.377029702970295
Frank Opperman,3.0882352941176476
Frank Orth,3.368541666666666
Frank Oz,3.5233333333333325
Frank Pellegrino,3.130555555555555
Frank Penny,3.265
Frank Pesce,3.092820512820512
Frank Radcliffe,3.298333333333334
Frank Reicher,3.276349206349207
Frank Richards,3.433666666666666
Frank Ridley,3.2039999999999997
Frank Schorpion,2.9023809523809527
Frank Sheridan,3.2983333333333333
Frank Singuineau,3.5369230769230766
Frank Sivero,3.2761111111111116
Frank Sully,3.3773684210526325
Frank Thornton,3.2680952380952384
Frank Thring,3.2569999999999992
Frank Vincent,3.387857142857143
Frank Welker,3.0528999999999997
Frank Wilcox,3.3371875
Frank Williams,3.2642857142857142
Frank Windsor,3.306
Frank Wolff,3.3391304347826085
Frank W. Rima,2.9599999999999995
Frank Yaconelli,3.4213333333333327
Fran Lebowitz,3.585882352941176
Fran Ryan,3.2186363636363637
Frantz Turner,3.181
Franziska Weisz,3.2741666666666664
Franz Rogowski,3.465
Fraser Aitcheson,2.5841176470588234
Frazer Hines,3.400303030303031
Freda Foh Shen,3.0518181818181827
Freda Jackson,3.3300000000000005
Fred Astaire,3.412291666666665
Fred Clark,3.3785294117647067
Fred C. Newmeyer,3.2769999999999997
Fred Coby,3.279375
Freddie Fox,3.2580000000000005
Freddie Highmore,2.9304166666666673
Freddie Jones,3.2930232558139534
Freddie Mercury,3.8474999999999997
Freddie Prinze Jr.,2.8188461538461542
Freddie Steele,3.4930769230769227
Freddy Rodríguez,3.0100000000000002
Fred Epaud,3.3148148148148153
Frédéric Chau,2.9641176470588233
Frederic Forrest,3.340645161290323
Frederick Burton,3.4179166666666667
Frederick Coffin,3.2109523809523814
Frederick Giermann,3.343125
Frederick Jaeger,3.387333333333333
Frederick Koehler,2.799333333333333
Frederick Lau,3.154210526315789
Frederick Leister,3.396
Frederick Piper,3.3886363636363637
Frederick Rolf,3.2769999999999997
Frederick Schmidt,3.1753846153846155
Frederick Treves,3.463333333333333
Frederick Valk,3.475454545454545
Frederick Vogeding,3.246111111111111
Frederick Weller,3.2659999999999996
Frederic Linkemann,3.1346153846153846
Frédéric Pierrot,3.3499999999999996
Frédérique Bel,2.9814705882352937
Fred Farrell,3.468461538461539
Fred Fisher,3.3678571428571438
Fred Graham,3.4111475409836074
Fred Griffiths,3.3637499999999996
Fred Gwynne,3.2965000000000004
Fred Henderson,2.943333333333334
Fred Johnson,3.3699999999999997
Fred Keating,2.938620689655172
Fred Kohler,3.4305882352941173
Fred Kohler Jr.,3.399285714285714
Fred Libby,3.569
Fred Malatesta,3.490526315789474
Fred Nurney,3.4300000000000006
Fred Olen Ray,3.0340000000000003
Fred Rapport,3.4283720930232557
Fredric Lehne,3.1119047619047624
Fredrik Gunnarsson,3.2545454545454544
Fred Santley,3.326666666666666
Fred Savage,2.9892307692307685
Fred Shields,3.23
Fred 'Snowflake' Toones,3.452647058823529
Fred Stoller,2.560625
Fred Stuthman,3.330714285714286
Fred Tatasciore,2.9896794871794876
Fred Testot,3.1415789473684215
Fred Thompson,3.0413793103448286
Fred Ulysse,3.3084615384615383
Fred Ward,3.0913461538461537
Fred Williamson,3.0939583333333336
Fred Wood,3.4618749999999996
Freema Agyeman,3.4869999999999997
Freida Pinto,3.005000000000001
French Stewart,2.7864285714285706
Frida Hallgren,3.1415384615384605
Frieda Inescort,3.2459999999999996
Friederike Kempter,3.166
Friedrich Mücke,3.119
Friedrich Schoenfelder,3.1849999999999996
Friedrich von Ledebur,3.3825
Friedrich von Thun,3.290909090909091
Frits Lambrechts,3.3019999999999996
Fritz Kortner,3.3869999999999996
Fritz Leiber,3.419565217391303
Fuad Idris,3.048666666666667
Fudeko Tanaka,3.6676923076923083
Fujiko Kojima,3.411
Fujio Tokita,3.6790909090909083
Fulton Mackay,3.3209999999999993
Fulvio Cecere,2.9703125000000004
Fulvio Mingozzi,3.335641025641025
Fumi Dan,3.6109999999999998
Fumi Hirano,3.4483333333333333
Fumiko Okamura,3.5471428571428576
Fumiko Orikasa,3.5947058823529408
Fumindo Matsuo,3.430769230769231
Fumio Watanabe,3.6650000000000005
Fumiya Takahashi,3.347272727272727
Fumiyo Kohinata,3.420943396226417
Funda Eryiğit,3.1991666666666667
Fung Ging-Man,3.481794871794872
Fung Hak-On,3.376451612903226
Furio Meniconi,3.312
Fuyuki Murakami,3.380434782608696
Fuzzy Knight,3.3111111111111104
Fyodor Bondarchuk,3.0075
Fyodor Dobronravov,3.287
Fyvush Finkel,3.291666666666666
Gabby Padilla,3.1529999999999996
Gabino Diego,3.2994117647058823
Gabino Rodríguez,3.3187999999999995
Gabourey Sidibe,3.1138461538461537
Gabriel Basso,2.856923076923077
Gabriel Bateman,2.7758333333333334
Gabriel Casseus,3.0482352941176467
Gabriel Cattand,3.4109090909090907
Gabriele Ferzetti,3.387692307692308
Gabriel Folse,3.2163636363636368
Gabriel Gobin,3.5449999999999995
Gabriel Goity,3.191818181818182
Gabriel Iglesias,2.8110344827586204
Gabriella Giorgelli,3.2607142857142857
Gabrielle Anwar,3.0215000000000005
Gabrielle Dorziat,3.5015384615384617
Gabrielle Fontan,3.5715000000000012
Gabriel Pimentel,2.651666666666667
Gad Elmaleh,3.1199999999999997
Gael García Bernal,3.301320754716981
Gaetano Bruno,3.3663636363636367
Gage Munroe,3.001
Gaia Weiss,2.5719999999999996
Gailard Sartain,3.12578947368421
Gail Cronauer,3.2035714285714283
Gail Harris,2.784
Gail Patrick,3.441333333333334
Gajaraj,3.272777777777778
Gajiro Satoh,3.4730000000000003
Gajraj Rao,3.3229999999999995
Gaku Hamada,3.3766666666666656
Gaku Sano,3.3541666666666665
Galatéa Bellugi,3.316666666666667
Galatea Ranzi,3.2169999999999996
Gale Sondergaard,3.245833333333333
Galina Stakhanova,3.200909090909091
Gamal Ismail,3.271
Gam Biu,3.3409523809523813
Gamil Ratib,3.4461111111111116
Ganesh Kumar,3.132045454545455
Gang Dong-won,3.2142857142857144
Ganindra Bimo,3.0500000000000003
Ganja Karuppu,3.2664705882352942
Ganjirō Nakamura II,3.732
Gao Yuanyuan,3.503333333333334
Gara Takashima,3.4945
Garcelle Beauvais,2.828823529411765
Gard B. Eidsvold,3.248421052631579
Garret Dillahunt,3.187575757575758
Garrett Hedlund,3.028928571428571
Garrett Hines,2.8870000000000005
Garrett Kruithof,3.0009090909090914
Garrett Morris,3.0156
Garrick Hagon,3.178787878787879
Garry Chan Chi-Shing,3.435000000000001
Garry Cooper,3.4207142857142854
Garry Goodrow,3.2838095238095244
Garry Marshall,3.0668965517241373
Garry Owen,3.433636363636363
Garry Pastore,3.272941176470588
Garry Shandling,3.0963636363636367
Garry Walberg,3.1020000000000003
Garvin Cross,2.6966666666666668
Garwin Sanford,2.921666666666667
Gary A. Hecker,2.817142857142857
Gary Allen,3.1963636363636367
Gary Anthony Williams,2.973714285714286
Gary Basaraba,3.073333333333333
Gary Bullock,2.986666666666667
Gary Busey,3.0541269841269854
Gary Combs,3.0839999999999996
Gary Cooper,3.3706578947368424
Gary Dourdan,2.793
Gary Epper,3.112
Gary Galone,3.4424999999999994
Gary Goetzman,3.3625
Gary Graham,2.8466666666666662
Gary Gray,3.443076923076923
Gary Grubbs,2.9608695652173904
Gary Houston,3.260476190476191
Gary Iskak,3.138
Gary Jones,2.973157894736842
Gary Kent,3.0305882352941174
Gary LeRoi Gray,3.2042857142857146
Gary Lewis,3.178974358974358
Gary Martin,2.880714285714286
Gary Merrill,3.3659090909090916
Gary Oldman,3.2139285714285717
Gary Olsen,3.428
Gary Owen,2.440909090909091
Gary Raymond,3.277272727272728
Gary Teague,3.1438461538461544
Gary Valentine,2.5
Gary Whelan,3.139090909090909
Gaspard Ulliel,3.2503571428571436
Gaston Lepage,3.3500000000000005
Gastón Pauls,3.4692857142857143
Gates McFadden,3.3493333333333335
Gauahar Khan,3.0600000000000005
Gautami Tadimalla,3.345625
Gautham Vasudev Menon,3.2435483870967743
Gavan O'Herlihy,3.1406250000000004
Gavin Grazer,3.1139999999999994
Gavin MacLeod,3.337142857142857
Gavin Muir,3.2685714285714287
Gayathrie Shankar,3.2518749999999996
Gayathri Varsha,3.0376000000000003
Gayle Hunnicutt,3.186666666666667
Gayne Whitman,3.305
Gea Martire,3.1636363636363636
Gedde Watanabe,3.092962962962963
Gedeon Burkhard,3.3123076923076917
Geena Davis,3.208275862068965
Geeta Agrawal Sharma,3.2572727272727273
Geetha,3.2809999999999997
Geetha Salam,3.17
Geethi Sangeetha,3.3644444444444437
Gekidan Hitori,3.4979999999999998
Gemma Whelan,3.2754545454545454
Gena Rowlands,3.4523809523809526
Gene Borkan,3.47375
Gene Collins,3.356923076923077
Gene Davis,3.0239999999999996
Gene Hackman,3.3220238095238104
Gene Kelly,3.4345000000000008
Genelia D'Souza,3.139615384615384
Genelle Williams,2.7578571428571435
Gene Lockhart,3.364583333333334
Gene Mack,3.0025
Gene Morgan,3.6213333333333333
Gene O'Donnell,3.18
Gene Reynolds,3.397333333333334
Gene Ross,3.0476470588235296
Gene Roth,3.1991428571428577
Genesis Rodriguez,2.8126666666666664
Gene Tierney,3.4171875
Geneva Carr,2.938333333333333
Geneva Mitchell,3.299090909090909
Genevieve Buechner,2.9075
Geng Le,3.200714285714286
Gen Hoshino,3.6839999999999997
Gen Kimura,3.5753846153846145
Geno Silva,3.25
Gen Sato,3.5770000000000004
Gen Shimizu,3.803809523809523
Geoff Morrell,3.1618181818181825
Geoff Pierson,2.7300000000000004
Geoffrey Bayldon,3.301282051282052
Geoffrey Beevers,3.3286666666666673
Geoffrey Cantor,2.933125
Geoffrey Carey,3.435999999999999
Geoffrey Lewis,3.129655172413792
Geoffrey Palmer,3.3257692307692315
Geoffrey Rush,3.2922916666666655
Geoffrey Steele,3.317
Georg Årlin,3.603
George A. Cooper,3.2869230769230766
George Anderson,3.522
George A. Romero,3.4371428571428573
George Bancroft,3.4864285714285717
George Barbier,3.3659090909090903
George Barrows,3.1452173913043473
George Beranger,3.328181818181818
George Boyce,3.3002941176470593
George Brent,3.290263157894738
George Bruggeman,3.391956521739131
George Buck Flower,2.9578571428571427
George Burns,3.2335000000000003
George Buza,2.9600000000000004
George Calliga,3.464000000000001
George Chakiris,3.3988
George Chandler,3.345631067961165
George Cheung,3.032777777777777
George Cleveland,3.1672413793103447
George Clinton,3.151875
George Coe,3.2858333333333327
George Cole,3.3355000000000006
George Cooper,3.4333333333333336
George C. Scott,3.3530952380952384
George DeNormand,3.391071428571428
George DiCenzo,3.223181818181818
George Dickerson,3.144545454545455
George Douglas,3.13
George Dunn,3.571818181818182
George D. Wallace,3.241333333333333
George Dzundza,3.121
George Eastman,3.1068965517241383
George Fawcett,3.4492857142857143
George Fisher,3.1549999999999994
George Foreman,3.58
George Furth,3.283333333333333
George 'Gabby' Hayes,3.1280769230769234
George Gaynes,3.0330769230769232
George Gerdes,2.999166666666667
George Grizzard,3.2671428571428573
George Guhl,3.371935483870968
George Hamilton,3.054594594594595
George Harris,3.4772727272727266
George Harrison,3.5633333333333335
George Hickman,3.2991666666666664
George Hilsdon,3.402272727272727
George Holmes,3.2869999999999995
George Huggins,3.4111111111111114
George J. Manos,3.4981818181818185
George Johnson,3.342
George K. Arthur,3.348333333333333
George Kennedy,3.1447619047619044
George Lazenby,3.289444444444445
George Lee,3.334545454545454
George Lessey,3.3556249999999994
George Lloyd,3.3552830188679232
George Lucas,3.5356923076923086
George Lynn,3.4603448275862068
George MacKay,3.2906060606060605
George MacQuarrie,3.435
George Magrill,3.3853333333333335
George Maguire,3.0416666666666665
George Mariyan,3.0648148148148153
George Marshall Ruge,3.466363636363636
George Mathews,3.3438461538461532
George Meader,3.47
George Melford,3.4873333333333334
George Michael,3.7536363636363634
George Mikell,3.363999999999999
George Miller,3.5919999999999996
George Mitchell,3.504
George Morfogen,3.332727272727273
George Murcell,3.2305555555555556
George Murdock,3.188518518518518
George Murphy,3.3619999999999997
George Nader,2.947
George Nardelli,3.4767741935483865
George Newbern,2.9371428571428564
George N. Neise,3.218
George O’Brien,3.5076923076923086
George O'Hanlon,3.3059090909090916
George Oliver,3.4564285714285714
George Orrison,3.4045454545454548
George Pastell,3.2238461538461536
George Peppard,3.3056521739130442
George Plimpton,3.524799999999999
George Pravda,3.2550000000000003
George P. Wilbur,2.985555555555556
George Raft,3.2797619047619047
George Reeves,3.3059090909090916
George Rose,3.4146666666666667
George Rosener,3.2716666666666665
George Roubicek,3.5425
George Russo,2.893636363636364
George Sanders,3.3479999999999985
Georges Atlas,3.5140000000000002
George Sauma,3.0781818181818186
George Sawaya,3.1107142857142853
Georges Claisse,3.4260000000000006
Georges Corraface,3.148571428571429
Georges Douking,3.528461538461538
George Segal,3.223799999999999
George Sorel,3.406333333333333
Georges Staquet,3.5786666666666656
George Stover,2.9933333333333323
Georges Wilson,3.4465714285714277
George Takei,3.232830188679246
George Taylor,3.4225000000000008
George Tchortov,2.9927272727272727
George Tobias,3.4081578947368434
George Touliatos,2.9278571428571434
George Tyne,3.3984210526315795
George Voskovec,3.531333333333333
George Wallace,2.994666666666667
George W. Bush,3.52855072463768
George Woodbridge,3.3736
George Zucco,3.2097999999999995
Georgia Caine,3.5059999999999993
Georgia Engel,2.8445454545454543
Georgia King,2.9999999999999996
Georgi Burkov,3.630625
Georgie Cooper,3.5518181818181827
Georgie Glen,3.2015000000000002
Georgi Millyar,3.52952380952381
Georgina Campbell,3.1000000000000005
Georgina Hale,3.3986666666666663
Georgina Verbaan,3.138823529411765
Georgi Staykov,3.370769230769231
Georg Skarstedt,3.607
Ge Pamungkas,3.1675000000000004
Gerald Anderson,3.1753846153846155
Gerald Case,3.3425
Gerald Hamer,3.3714285714285714
Geraldine Chaplin,3.2896249999999996
Geraldine James,3.2470967741935484
Geraldine McEwan,3.3969230769230765
Géraldine Nakache,3.0624000000000002
Géraldine Pailhas,3.21304347826087
Geraldine Singer,3.046470588235294
Geraldine Somerville,3.2929166666666667
Geraldine Viswanathan,2.9354545454545455
Geraldine Wall,3.3911764705882352
Gérald Laroche,3.1891666666666665
Gerald McRaney,3.0184210526315796
Gerald Okamura,2.8515384615384614
Gerald Oliver Smith,3.508181818181818
Geraldo Rivera,3.0684615384615386
Gerald Pierce,3.644166666666667
